ID,Rua_Acolhimento,Motivo_dormir_rua
5562,Acolhidos,Não se aplica
5563,Acolhidos,Não se aplica
5564,Acolhidos,Não se aplica
5565,Acolhidos,Não se aplica
5566,Acolhidos,Não se aplica
5567,Acolhidos,Não se aplica
5568,Acolhidos,Não se aplica
5569,Acolhidos,Não se aplica
5570,Acolhidos,Não se aplica
5571,Acolhidos,Não se aplica
5572,Acolhidos,Não se aplica
5573,Acolhidos,Não se aplica
5574,Acolhidos,Não se aplica
5575,Acolhidos,Não se aplica
5576,Acolhidos,Não se aplica
5577,Acolhidos,Não se aplica
5578,Acolhidos,Não se aplica
5579,Acolhidos,Não se aplica
5580,Acolhidos,Não se aplica
5581,Acolhidos,Não se aplica
5582,Acolhidos,Não se aplica
5583,Acolhidos,Não se aplica
5584,Acolhidos,Não se aplica
5585,Acolhidos,Não se aplica
5586,Acolhidos,Não se aplica
5587,Acolhidos,Não se aplica
5588,Acolhidos,Não se aplica
5589,Acolhidos,Não se aplica
5590,Acolhidos,Não se aplica
5591,Acolhidos,Não se aplica
5592,Acolhidos,Não se aplica
5593,Acolhidos,Não se aplica
5594,Acolhidos,Não se aplica
5595,Acolhidos,Não se aplica
5596,Acolhidos,Não se aplica
5597,Acolhidos,Não se aplica
5598,Acolhidos,Não se aplica
5599,Acolhidos,Não se aplica
5600,Acolhidos,Não se aplica
5601,Acolhidos,Não se aplica
5602,Acolhidos,Não se aplica
5603,Acolhidos,Não se aplica
5604,Acolhidos,Não se aplica
5605,Acolhidos,Não se aplica
5606,Acolhidos,Não se aplica
5607,Acolhidos,Não se aplica
5608,Acolhidos,Não se aplica
5609,Acolhidos,Não se aplica
5610,Acolhidos,Não se aplica
5611,Acolhidos,Não se aplica
5612,Acolhidos,Não se aplica
5613,Acolhidos,Não se aplica
5614,Acolhidos,Não se aplica
5615,Acolhidos,Não se aplica
5616,Acolhidos,Não se aplica
5617,Acolhidos,Não se aplica
5618,Acolhidos,Não se aplica
5619,Acolhidos,Não se aplica
5620,Acolhidos,Não se aplica
5621,Acolhidos,Não se aplica
5622,Acolhidos,Não se aplica
5623,Acolhidos,Não se aplica
5624,Acolhidos,Não se aplica
5625,Acolhidos,Não se aplica
5626,Acolhidos,Não se aplica
5627,Acolhidos,Não se aplica
5628,Acolhidos,Não se aplica
5629,Acolhidos,Não se aplica
5630,Acolhidos,Não se aplica
5631,Acolhidos,Não se aplica
5632,Acolhidos,Não se aplica
5633,Acolhidos,Não se aplica
5634,Acolhidos,Não se aplica
5635,Acolhidos,Não se aplica
5636,Acolhidos,Não se aplica
5637,Acolhidos,Não se aplica
5638,Acolhidos,Não se aplica
5639,Acolhidos,Não se aplica
5640,Acolhidos,Não se aplica
5641,Acolhidos,Não se aplica
5642,Acolhidos,Não se aplica
5643,Acolhidos,Não se aplica
5644,Acolhidos,Não se aplica
5645,Acolhidos,Não se aplica
5646,Acolhidos,Não se aplica
5647,Acolhidos,Não se aplica
5648,Acolhidos,Não se aplica
5649,Acolhidos,Não se aplica
5650,Acolhidos,Não se aplica
5651,Acolhidos,Não se aplica
5652,Acolhidos,Não se aplica
5653,Acolhidos,Não se aplica
5654,Acolhidos,Não se aplica
5655,Acolhidos,Não se aplica
5656,Acolhidos,Não se aplica
5657,Acolhidos,Não se aplica
5658,Acolhidos,Não se aplica
5659,Acolhidos,Não se aplica
5660,Acolhidos,Não se aplica
5661,Acolhidos,Não se aplica
5662,Acolhidos,Não se aplica
5663,Acolhidos,Não se aplica
5664,Acolhidos,Não se aplica
5665,Acolhidos,Não se aplica
5666,Acolhidos,Não se aplica
5667,Acolhidos,Não se aplica
5668,Acolhidos,Não se aplica
5669,Acolhidos,Não se aplica
5670,Acolhidos,Não se aplica
5671,Acolhidos,Não se aplica
5672,Acolhidos,Não se aplica
5673,Acolhidos,Não se aplica
5674,Acolhidos,Não se aplica
5675,Acolhidos,Não se aplica
5676,Acolhidos,Não se aplica
5677,Acolhidos,Não se aplica
5678,Acolhidos,Não se aplica
5679,Acolhidos,Não se aplica
5680,Acolhidos,Não se aplica
5681,Acolhidos,Não se aplica
5682,Acolhidos,Não se aplica
5683,Acolhidos,Não se aplica
5684,Acolhidos,Não se aplica
5685,Acolhidos,Não se aplica
5686,Acolhidos,Não se aplica
5687,Acolhidos,Não se aplica
5688,Acolhidos,Não se aplica
5689,Acolhidos,Não se aplica
5690,Acolhidos,Não se aplica
5691,Acolhidos,Não se aplica
5692,Acolhidos,Não se aplica
5693,Acolhidos,Não se aplica
5694,Acolhidos,Não se aplica
5695,Acolhidos,Não se aplica
5696,Acolhidos,Não se aplica
5697,Acolhidos,Não se aplica
5698,Acolhidos,Não se aplica
5699,Acolhidos,Não se aplica
5700,Acolhidos,Não se aplica
5701,Acolhidos,Não se aplica
5702,Acolhidos,Não se aplica
5703,Acolhidos,Não se aplica
5704,Acolhidos,Não se aplica
5705,Acolhidos,Não se aplica
5706,Acolhidos,Não se aplica
5707,Acolhidos,Não se aplica
5708,Acolhidos,Não se aplica
5709,Acolhidos,Não se aplica
5710,Acolhidos,Não se aplica
5711,Acolhidos,Não se aplica
5712,Acolhidos,Não se aplica
5713,Acolhidos,Não se aplica
5714,Acolhidos,Não se aplica
5715,Acolhidos,Não se aplica
5716,Acolhidos,Não se aplica
5717,Acolhidos,Não se aplica
5718,Acolhidos,Não se aplica
5719,Acolhidos,Não se aplica
5720,Acolhidos,Não se aplica
5721,Acolhidos,Não se aplica
5722,Acolhidos,Não se aplica
5723,Acolhidos,Não se aplica
5724,Acolhidos,Não se aplica
5725,Acolhidos,Não se aplica
5726,Acolhidos,Não se aplica
5727,Acolhidos,Não se aplica
5728,Acolhidos,Não se aplica
5729,Acolhidos,Não se aplica
5730,Acolhidos,Não se aplica
5731,Acolhidos,Não se aplica
5732,Acolhidos,Não se aplica
5733,Acolhidos,Não se aplica
5734,Acolhidos,Não se aplica
5735,Acolhidos,Não se aplica
5736,Acolhidos,Não se aplica
5737,Acolhidos,Não se aplica
5738,Acolhidos,Não se aplica
5739,Acolhidos,Não se aplica
5740,Acolhidos,Não se aplica
5741,Acolhidos,Não se aplica
5742,Acolhidos,Não se aplica
5743,Acolhidos,Não se aplica
5744,Acolhidos,Não se aplica
5745,Acolhidos,Não se aplica
5746,Acolhidos,Não se aplica
5747,Acolhidos,Não se aplica
5748,Acolhidos,Não se aplica
5749,Acolhidos,Não se aplica
5750,Acolhidos,Não se aplica
5751,Acolhidos,Não se aplica
5752,Acolhidos,Não se aplica
5753,Acolhidos,Não se aplica
5754,Acolhidos,Não se aplica
5755,Acolhidos,Não se aplica
5756,Acolhidos,Não se aplica
5757,Acolhidos,Não se aplica
5758,Acolhidos,Não se aplica
5759,Acolhidos,Não se aplica
5760,Acolhidos,Não se aplica
5761,Acolhidos,Não se aplica
5762,Acolhidos,Não se aplica
5763,Acolhidos,Não se aplica
5764,Acolhidos,Não se aplica
5765,Acolhidos,Não se aplica
5766,Acolhidos,Não se aplica
5767,Acolhidos,Não se aplica
5768,Acolhidos,Não se aplica
5769,Acolhidos,Não se aplica
5770,Acolhidos,Não se aplica
5771,Acolhidos,Não se aplica
5772,Acolhidos,Não se aplica
5773,Acolhidos,Não se aplica
5774,Acolhidos,Não se aplica
5775,Acolhidos,Não se aplica
5776,Acolhidos,Não se aplica
5777,Acolhidos,Não se aplica
5778,Acolhidos,Não se aplica
5779,Acolhidos,Não se aplica
5780,Acolhidos,Não se aplica
5781,Acolhidos,Não se aplica
5782,Acolhidos,Não se aplica
5783,Acolhidos,Não se aplica
5784,Acolhidos,Não se aplica
5785,Acolhidos,Não se aplica
5786,Acolhidos,Não se aplica
5787,Acolhidos,Não se aplica
5788,Acolhidos,Não se aplica
5789,Acolhidos,Não se aplica
5790,Acolhidos,Não se aplica
5791,Acolhidos,Não se aplica
5792,Acolhidos,Não se aplica
5793,Acolhidos,Não se aplica
5794,Acolhidos,Não se aplica
5795,Acolhidos,Não se aplica
5796,Acolhidos,Não se aplica
5797,Acolhidos,Não se aplica
5798,Acolhidos,Não se aplica
5799,Acolhidos,Não se aplica
5800,Acolhidos,Não se aplica
5801,Acolhidos,Não se aplica
5802,Acolhidos,Não se aplica
5803,Acolhidos,Não se aplica
5804,Acolhidos,Não se aplica
5805,Acolhidos,Não se aplica
5806,Acolhidos,Não se aplica
5807,Acolhidos,Não se aplica
5808,Acolhidos,Não se aplica
5809,Acolhidos,Não se aplica
5810,Acolhidos,Não se aplica
5811,Acolhidos,Não se aplica
5812,Acolhidos,Não se aplica
5813,Acolhidos,Não se aplica
5814,Acolhidos,Não se aplica
5815,Acolhidos,Não se aplica
5816,Acolhidos,Não se aplica
5817,Acolhidos,Não se aplica
5818,Acolhidos,Não se aplica
5819,Acolhidos,Não se aplica
5820,Acolhidos,Não se aplica
5821,Acolhidos,Não se aplica
5822,Acolhidos,Não se aplica
5823,Acolhidos,Não se aplica
5824,Acolhidos,Não se aplica
5825,Acolhidos,Não se aplica
5826,Acolhidos,Não se aplica
5827,Acolhidos,Não se aplica
5828,Acolhidos,Não se aplica
5829,Acolhidos,Não se aplica
5830,Acolhidos,Não se aplica
5831,Acolhidos,Não se aplica
5832,Acolhidos,Não se aplica
5833,Acolhidos,Não se aplica
5834,Acolhidos,Não se aplica
5835,Acolhidos,Não se aplica
5836,Acolhidos,Não se aplica
5837,Acolhidos,Não se aplica
5838,Acolhidos,Não se aplica
5839,Acolhidos,Não se aplica
5840,Acolhidos,Não se aplica
5841,Acolhidos,Não se aplica
5842,Acolhidos,Não se aplica
5843,Acolhidos,Não se aplica
5844,Acolhidos,Não se aplica
5845,Acolhidos,Não se aplica
5846,Acolhidos,Não se aplica
5847,Acolhidos,Não se aplica
5848,Acolhidos,Não se aplica
5849,Acolhidos,Não se aplica
5850,Acolhidos,Não se aplica
5851,Acolhidos,Não se aplica
5852,Acolhidos,Não se aplica
5853,Acolhidos,Não se aplica
5854,Acolhidos,Não se aplica
5855,Acolhidos,Não se aplica
5856,Acolhidos,Não se aplica
5857,Acolhidos,Não se aplica
5858,Acolhidos,Não se aplica
5859,Acolhidos,Não se aplica
5860,Acolhidos,Não se aplica
5861,Acolhidos,Não se aplica
5862,Acolhidos,Não se aplica
5863,Acolhidos,Não se aplica
5864,Acolhidos,Não se aplica
5865,Acolhidos,Não se aplica
5866,Acolhidos,Não se aplica
5867,Acolhidos,Não se aplica
5868,Acolhidos,Não se aplica
5869,Acolhidos,Não se aplica
5870,Acolhidos,Não se aplica
5871,Acolhidos,Não se aplica
5872,Acolhidos,Não se aplica
5873,Acolhidos,Não se aplica
5874,Acolhidos,Não se aplica
5875,Acolhidos,Não se aplica
5876,Acolhidos,Não se aplica
5877,Acolhidos,Não se aplica
5878,Acolhidos,Não se aplica
5879,Acolhidos,Não se aplica
5880,Acolhidos,Não se aplica
5881,Acolhidos,Não se aplica
5882,Acolhidos,Não se aplica
5883,Acolhidos,Não se aplica
5884,Acolhidos,Não se aplica
5885,Acolhidos,Não se aplica
5886,Acolhidos,Não se aplica
5887,Acolhidos,Não se aplica
5888,Acolhidos,Não se aplica
5889,Acolhidos,Não se aplica
5890,Acolhidos,Não se aplica
5891,Acolhidos,Não se aplica
5892,Acolhidos,Não se aplica
5893,Acolhidos,Não se aplica
5894,Acolhidos,Não se aplica
5895,Acolhidos,Não se aplica
5896,Acolhidos,Não se aplica
5897,Acolhidos,Não se aplica
5898,Acolhidos,Não se aplica
5899,Acolhidos,Não se aplica
5900,Acolhidos,Não se aplica
5901,Acolhidos,Não se aplica
5902,Acolhidos,Não se aplica
5903,Acolhidos,Não se aplica
5904,Acolhidos,Não se aplica
5905,Acolhidos,Não se aplica
5906,Acolhidos,Não se aplica
5907,Acolhidos,Não se aplica
5908,Acolhidos,Não se aplica
5909,Acolhidos,Não se aplica
5910,Acolhidos,Não se aplica
5911,Acolhidos,Não se aplica
5912,Acolhidos,Não se aplica
5913,Acolhidos,Não se aplica
5914,Acolhidos,Não se aplica
5915,Acolhidos,Não se aplica
5916,Acolhidos,Não se aplica
5917,Acolhidos,Não se aplica
5918,Acolhidos,Não se aplica
5919,Acolhidos,Não se aplica
5920,Acolhidos,Não se aplica
5921,Acolhidos,Não se aplica
5922,Acolhidos,Não se aplica
5923,Acolhidos,Não se aplica
5924,Acolhidos,Não se aplica
5925,Acolhidos,Não se aplica
5926,Acolhidos,Não se aplica
5927,Acolhidos,Não se aplica
5928,Acolhidos,Não se aplica
5929,Acolhidos,Não se aplica
5930,Acolhidos,Não se aplica
5931,Acolhidos,Não se aplica
5932,Acolhidos,Não se aplica
5933,Acolhidos,Não se aplica
5934,Acolhidos,Não se aplica
5935,Acolhidos,Não se aplica
5936,Acolhidos,Não se aplica
5937,Acolhidos,Não se aplica
5938,Acolhidos,Não se aplica
5939,Acolhidos,Não se aplica
5940,Acolhidos,Não se aplica
5941,Acolhidos,Não se aplica
5942,Acolhidos,Não se aplica
5943,Acolhidos,Não se aplica
5944,Acolhidos,Não se aplica
5945,Acolhidos,Não se aplica
5946,Acolhidos,Não se aplica
5947,Acolhidos,Não se aplica
5948,Acolhidos,Não se aplica
5949,Acolhidos,Não se aplica
5950,Acolhidos,Não se aplica
5951,Acolhidos,Não se aplica
5952,Acolhidos,Não se aplica
5953,Acolhidos,Não se aplica
5954,Acolhidos,Não se aplica
5955,Acolhidos,Não se aplica
5956,Acolhidos,Não se aplica
5957,Acolhidos,Não se aplica
5958,Acolhidos,Não se aplica
5959,Acolhidos,Não se aplica
5960,Acolhidos,Não se aplica
5961,Acolhidos,Não se aplica
5962,Acolhidos,Não se aplica
5963,Acolhidos,Não se aplica
5964,Acolhidos,Não se aplica
5965,Acolhidos,Não se aplica
5966,Acolhidos,Não se aplica
5967,Acolhidos,Não se aplica
5968,Acolhidos,Não se aplica
5969,Acolhidos,Não se aplica
5970,Acolhidos,Não se aplica
5971,Acolhidos,Não se aplica
5972,Acolhidos,Não se aplica
5973,Acolhidos,Não se aplica
5974,Acolhidos,Não se aplica
5975,Acolhidos,Não se aplica
5976,Acolhidos,Não se aplica
5977,Acolhidos,Não se aplica
5978,Acolhidos,Não se aplica
5979,Acolhidos,Não se aplica
5980,Acolhidos,Não se aplica
5981,Acolhidos,Não se aplica
5982,Acolhidos,Não se aplica
5983,Acolhidos,Não se aplica
5984,Acolhidos,Não se aplica
5985,Acolhidos,Não se aplica
5986,Acolhidos,Não se aplica
5987,Acolhidos,Não se aplica
5988,Acolhidos,Não se aplica
5989,Acolhidos,Não se aplica
5990,Acolhidos,Não se aplica
5991,Acolhidos,Não se aplica
5992,Acolhidos,Não se aplica
5993,Acolhidos,Não se aplica
5994,Acolhidos,Não se aplica
5995,Acolhidos,Não se aplica
5996,Acolhidos,Não se aplica
5997,Acolhidos,Não se aplica
5998,Acolhidos,Não se aplica
5999,Acolhidos,Não se aplica
6000,Acolhidos,Não se aplica
6001,Acolhidos,Não se aplica
6002,Acolhidos,Não se aplica
6003,Acolhidos,Não se aplica
6004,Acolhidos,Não se aplica
6005,Acolhidos,Não se aplica
6006,Acolhidos,Não se aplica
6007,Acolhidos,Não se aplica
6008,Acolhidos,Não se aplica
6009,Acolhidos,Não se aplica
6010,Acolhidos,Não se aplica
6011,Acolhidos,Não se aplica
6012,Acolhidos,Não se aplica
6013,Acolhidos,Não se aplica
6014,Acolhidos,Não se aplica
6015,Acolhidos,Não se aplica
6016,Acolhidos,Não se aplica
6017,Acolhidos,Não se aplica
6018,Acolhidos,Não se aplica
6019,Acolhidos,Não se aplica
6020,Acolhidos,Não se aplica
6021,Acolhidos,Não se aplica
6022,Acolhidos,Não se aplica
6023,Acolhidos,Não se aplica
6024,Acolhidos,Não se aplica
6025,Acolhidos,Não se aplica
6026,Acolhidos,Não se aplica
6027,Acolhidos,Não se aplica
6028,Acolhidos,Não se aplica
6029,Acolhidos,Não se aplica
6030,Acolhidos,Não se aplica
6031,Acolhidos,Não se aplica
6032,Acolhidos,Não se aplica
6033,Acolhidos,Não se aplica
6034,Acolhidos,Não se aplica
6035,Acolhidos,Não se aplica
6036,Acolhidos,Não se aplica
6037,Acolhidos,Não se aplica
6038,Acolhidos,Não se aplica
6039,Acolhidos,Não se aplica
6040,Acolhidos,Não se aplica
6041,Acolhidos,Não se aplica
6042,Acolhidos,Não se aplica
6043,Acolhidos,Não se aplica
6044,Acolhidos,Não se aplica
6045,Acolhidos,Não se aplica
6046,Acolhidos,Não se aplica
6047,Acolhidos,Não se aplica
6048,Acolhidos,Não se aplica
6049,Acolhidos,Não se aplica
6050,Acolhidos,Não se aplica
6051,Acolhidos,Não se aplica
6052,Acolhidos,Não se aplica
6053,Acolhidos,Não se aplica
6054,Acolhidos,Não se aplica
6055,Acolhidos,Não se aplica
6056,Acolhidos,Não se aplica
6057,Acolhidos,Não se aplica
6058,Acolhidos,Não se aplica
6059,Acolhidos,Não se aplica
6060,Acolhidos,Não se aplica
6061,Acolhidos,Não se aplica
6062,Acolhidos,Não se aplica
6063,Acolhidos,Não se aplica
6064,Acolhidos,Não se aplica
6065,Acolhidos,Não se aplica
6066,Acolhidos,Não se aplica
6067,Acolhidos,Não se aplica
6068,Acolhidos,Não se aplica
6069,Acolhidos,Não se aplica
6070,Acolhidos,Não se aplica
6071,Acolhidos,Não se aplica
6072,Acolhidos,Não se aplica
6073,Acolhidos,Não se aplica
6074,Acolhidos,Não se aplica
6075,Acolhidos,Não se aplica
6076,Acolhidos,Não se aplica
6077,Acolhidos,Não se aplica
6078,Acolhidos,Não se aplica
6079,Acolhidos,Não se aplica
6080,Acolhidos,Não se aplica
6081,Acolhidos,Não se aplica
6082,Acolhidos,Não se aplica
6083,Acolhidos,Não se aplica
6084,Acolhidos,Não se aplica
6085,Acolhidos,Não se aplica
6086,Acolhidos,Não se aplica
6087,Acolhidos,Não se aplica
6088,Acolhidos,Não se aplica
6089,Acolhidos,Não se aplica
6090,Acolhidos,Não se aplica
6091,Acolhidos,Não se aplica
6092,Acolhidos,Não se aplica
6093,Acolhidos,Não se aplica
6094,Acolhidos,Não se aplica
6095,Acolhidos,Não se aplica
6096,Acolhidos,Não se aplica
6097,Acolhidos,Não se aplica
6098,Acolhidos,Não se aplica
6099,Acolhidos,Não se aplica
6100,Acolhidos,Não se aplica
6101,Acolhidos,Não se aplica
6102,Acolhidos,Não se aplica
6103,Acolhidos,Não se aplica
6104,Acolhidos,Não se aplica
6105,Acolhidos,Não se aplica
6106,Acolhidos,Não se aplica
6107,Acolhidos,Não se aplica
6108,Acolhidos,Não se aplica
6109,Acolhidos,Não se aplica
6110,Acolhidos,Não se aplica
6111,Acolhidos,Não se aplica
6112,Acolhidos,Não se aplica
6113,Acolhidos,Não se aplica
6114,Acolhidos,Não se aplica
6115,Acolhidos,Não se aplica
6116,Acolhidos,Não se aplica
6117,Acolhidos,Não se aplica
6118,Acolhidos,Não se aplica
6119,Acolhidos,Não se aplica
6120,Acolhidos,Não se aplica
6121,Acolhidos,Não se aplica
6122,Acolhidos,Não se aplica
6123,Acolhidos,Não se aplica
6124,Acolhidos,Não se aplica
6125,Acolhidos,Não se aplica
6126,Acolhidos,Não se aplica
6127,Acolhidos,Não se aplica
6128,Acolhidos,Não se aplica
6129,Acolhidos,Não se aplica
6130,Acolhidos,Não se aplica
6131,Acolhidos,Não se aplica
6132,Acolhidos,Não se aplica
6133,Acolhidos,Não se aplica
6134,Acolhidos,Não se aplica
6135,Acolhidos,Não se aplica
6136,Acolhidos,Não se aplica
6137,Acolhidos,Não se aplica
6138,Acolhidos,Não se aplica
6139,Acolhidos,Não se aplica
6140,Acolhidos,Não se aplica
6141,Acolhidos,Não se aplica
6142,Acolhidos,Não se aplica
6143,Acolhidos,Não se aplica
6144,Acolhidos,Não se aplica
6145,Acolhidos,Não se aplica
6146,Acolhidos,Não se aplica
6147,Acolhidos,Não se aplica
6148,Acolhidos,Não se aplica
6149,Acolhidos,Não se aplica
6150,Acolhidos,Não se aplica
6151,Acolhidos,Não se aplica
6152,Acolhidos,Não se aplica
6153,Acolhidos,Não se aplica
6154,Acolhidos,Não se aplica
6155,Acolhidos,Não se aplica
6156,Acolhidos,Não se aplica
6157,Acolhidos,Não se aplica
6158,Acolhidos,Não se aplica
6159,Acolhidos,Não se aplica
6160,Acolhidos,Não se aplica
6161,Acolhidos,Não se aplica
6162,Acolhidos,Não se aplica
6163,Acolhidos,Não se aplica
6164,Acolhidos,Não se aplica
6165,Acolhidos,Não se aplica
6166,Acolhidos,Não se aplica
6167,Acolhidos,Não se aplica
6168,Acolhidos,Não se aplica
6169,Acolhidos,Não se aplica
6170,Acolhidos,Não se aplica
6171,Acolhidos,Não se aplica
6172,Acolhidos,Não se aplica
6173,Acolhidos,Não se aplica
6174,Acolhidos,Não se aplica
6175,Acolhidos,Não se aplica
6176,Acolhidos,Não se aplica
6177,Acolhidos,Não se aplica
6178,Acolhidos,Não se aplica
6179,Acolhidos,Não se aplica
6180,Acolhidos,Não se aplica
6181,Acolhidos,Não se aplica
6182,Acolhidos,Não se aplica
6183,Acolhidos,Não se aplica
6184,Acolhidos,Não se aplica
6185,Acolhidos,Não se aplica
6186,Acolhidos,Não se aplica
6187,Acolhidos,Não se aplica
6188,Acolhidos,Não se aplica
6189,Acolhidos,Não se aplica
6190,Acolhidos,Não se aplica
6191,Acolhidos,Não se aplica
6192,Acolhidos,Não se aplica
6193,Acolhidos,Não se aplica
6194,Acolhidos,Não se aplica
6195,Acolhidos,Não se aplica
6196,Acolhidos,Não se aplica
6197,Acolhidos,Não se aplica
6198,Acolhidos,Não se aplica
6199,Acolhidos,Não se aplica
6200,Acolhidos,Não se aplica
6201,Acolhidos,Não se aplica
6202,Acolhidos,Não se aplica
6203,Acolhidos,Não se aplica
6204,Acolhidos,Não se aplica
6205,Acolhidos,Não se aplica
6206,Acolhidos,Não se aplica
6207,Acolhidos,Não se aplica
6208,Acolhidos,Não se aplica
6209,Acolhidos,Não se aplica
6210,Acolhidos,Não se aplica
6211,Acolhidos,Não se aplica
6212,Acolhidos,Não se aplica
6213,Acolhidos,Não se aplica
6214,Acolhidos,Não se aplica
6215,Acolhidos,Não se aplica
6216,Acolhidos,Não se aplica
6217,Acolhidos,Não se aplica
6218,Acolhidos,Não se aplica
6219,Acolhidos,Não se aplica
6220,Acolhidos,Não se aplica
6221,Acolhidos,Não se aplica
6222,Acolhidos,Não se aplica
6223,Acolhidos,Não se aplica
6224,Acolhidos,Não se aplica
6225,Acolhidos,Não se aplica
6226,Acolhidos,Não se aplica
6227,Acolhidos,Não se aplica
6228,Acolhidos,Não se aplica
6229,Acolhidos,Não se aplica
6230,Acolhidos,Não se aplica
6231,Acolhidos,Não se aplica
6232,Acolhidos,Não se aplica
6233,Acolhidos,Não se aplica
6234,Acolhidos,Não se aplica
6235,Acolhidos,Não se aplica
6236,Acolhidos,Não se aplica
6237,Acolhidos,Não se aplica
6238,Acolhidos,Não se aplica
6239,Acolhidos,Não se aplica
6240,Acolhidos,Não se aplica
6241,Acolhidos,Não se aplica
6242,Acolhidos,Não se aplica
6243,Acolhidos,Não se aplica
6244,Acolhidos,Não se aplica
6245,Acolhidos,Não se aplica
6246,Acolhidos,Não se aplica
6247,Acolhidos,Não se aplica
6248,Acolhidos,Não se aplica
6249,Acolhidos,Não se aplica
6250,Acolhidos,Não se aplica
6251,Acolhidos,Não se aplica
6252,Acolhidos,Não se aplica
6253,Acolhidos,Não se aplica
6254,Acolhidos,Não se aplica
6255,Acolhidos,Não se aplica
6256,Acolhidos,Não se aplica
6257,Acolhidos,Não se aplica
6258,Acolhidos,Não se aplica
6259,Acolhidos,Não se aplica
6260,Acolhidos,Não se aplica
6261,Acolhidos,Não se aplica
6262,Acolhidos,Não se aplica
6263,Acolhidos,Não se aplica
6264,Acolhidos,Não se aplica
6265,Acolhidos,Não se aplica
6266,Acolhidos,Não se aplica
6267,Acolhidos,Não se aplica
6268,Acolhidos,Não se aplica
6269,Acolhidos,Não se aplica
6270,Acolhidos,Não se aplica
6271,Acolhidos,Não se aplica
6272,Acolhidos,Não se aplica
6273,Acolhidos,Não se aplica
6274,Acolhidos,Não se aplica
6275,Acolhidos,Não se aplica
6276,Acolhidos,Não se aplica
6277,Acolhidos,Não se aplica
6278,Acolhidos,Não se aplica
6279,Acolhidos,Não se aplica
6280,Acolhidos,Não se aplica
6281,Acolhidos,Não se aplica
6282,Acolhidos,Não se aplica
6283,Acolhidos,Não se aplica
6284,Acolhidos,Não se aplica
6285,Acolhidos,Não se aplica
6286,Acolhidos,Não se aplica
6287,Acolhidos,Não se aplica
6288,Acolhidos,Não se aplica
6289,Acolhidos,Não se aplica
6290,Acolhidos,Não se aplica
6291,Acolhidos,Não se aplica
6292,Acolhidos,Não se aplica
6293,Acolhidos,Não se aplica
6294,Acolhidos,Não se aplica
6295,Acolhidos,Não se aplica
6296,Acolhidos,Não se aplica
6297,Acolhidos,Não se aplica
6298,Acolhidos,Não se aplica
6299,Acolhidos,Não se aplica
6300,Acolhidos,Não se aplica
6301,Acolhidos,Não se aplica
6302,Acolhidos,Não se aplica
6303,Acolhidos,Não se aplica
6304,Acolhidos,Não se aplica
6305,Acolhidos,Não se aplica
6306,Acolhidos,Não se aplica
6307,Acolhidos,Não se aplica
6308,Acolhidos,Não se aplica
6309,Acolhidos,Não se aplica
6310,Acolhidos,Não se aplica
6311,Acolhidos,Não se aplica
6312,Acolhidos,Não se aplica
6313,Acolhidos,Não se aplica
6314,Acolhidos,Não se aplica
6315,Acolhidos,Não se aplica
6316,Acolhidos,Não se aplica
6317,Acolhidos,Não se aplica
6318,Acolhidos,Não se aplica
6319,Acolhidos,Não se aplica
6320,Acolhidos,Não se aplica
6321,Acolhidos,Não se aplica
6322,Acolhidos,Não se aplica
6323,Acolhidos,Não se aplica
6324,Acolhidos,Não se aplica
6325,Acolhidos,Não se aplica
6326,Acolhidos,Não se aplica
6327,Acolhidos,Não se aplica
6328,Acolhidos,Não se aplica
6329,Acolhidos,Não se aplica
6330,Acolhidos,Não se aplica
6331,Acolhidos,Não se aplica
6332,Acolhidos,Não se aplica
6333,Acolhidos,Não se aplica
6334,Acolhidos,Não se aplica
6335,Acolhidos,Não se aplica
6336,Acolhidos,Não se aplica
6337,Acolhidos,Não se aplica
6338,Acolhidos,Não se aplica
6339,Acolhidos,Não se aplica
6340,Acolhidos,Não se aplica
6341,Acolhidos,Não se aplica
6342,Acolhidos,Não se aplica
6343,Acolhidos,Não se aplica
6344,Acolhidos,Não se aplica
6345,Acolhidos,Não se aplica
6346,Acolhidos,Não se aplica
6347,Acolhidos,Não se aplica
6348,Acolhidos,Não se aplica
6349,Acolhidos,Não se aplica
6350,Acolhidos,Não se aplica
6351,Acolhidos,Não se aplica
6352,Acolhidos,Não se aplica
6353,Acolhidos,Não se aplica
6354,Acolhidos,Não se aplica
6355,Acolhidos,Não se aplica
6356,Acolhidos,Não se aplica
6357,Acolhidos,Não se aplica
6358,Acolhidos,Não se aplica
6359,Acolhidos,Não se aplica
6360,Acolhidos,Não se aplica
6361,Acolhidos,Não se aplica
6362,Acolhidos,Não se aplica
6363,Acolhidos,Não se aplica
6364,Acolhidos,Não se aplica
6365,Acolhidos,Não se aplica
6366,Acolhidos,Não se aplica
6367,Acolhidos,Não se aplica
6368,Acolhidos,Não se aplica
6369,Acolhidos,Não se aplica
6370,Acolhidos,Não se aplica
6371,Acolhidos,Não se aplica
6372,Acolhidos,Não se aplica
6373,Acolhidos,Não se aplica
6374,Acolhidos,Não se aplica
6375,Acolhidos,Não se aplica
6376,Acolhidos,Não se aplica
6377,Acolhidos,Não se aplica
6378,Acolhidos,Não se aplica
6379,Acolhidos,Não se aplica
6380,Acolhidos,Não se aplica
6381,Acolhidos,Não se aplica
6382,Acolhidos,Não se aplica
6383,Acolhidos,Não se aplica
